date,type,frontiere,valeur
2006-01-01,Solde,Suisse,1.797282
2006-02-01,Solde,Suisse,1.039397
2006-03-01,Solde,Suisse,1.306032
2006-04-01,Solde,Suisse,1.914501
2006-05-01,Solde,Suisse,1.651156
2006-06-01,Solde,Suisse,1.678204
2006-07-01,Solde,Suisse,1.369197
2006-08-01,Solde,Suisse,2.032251
2006-09-01,Solde,Suisse,1.845324
2006-10-01,Solde,Suisse,2.085341
2006-11-01,Solde,Suisse,1.808477
2006-12-01,Solde,Suisse,1.89478
2007-01-01,Solde,Suisse,2.202207
2007-02-01,Solde,Suisse,1.931697
2007-03-01,Solde,Suisse,2.128989
2007-04-01,Solde,Suisse,1.956543
2007-05-01,Solde,Suisse,1.665365
2007-06-01,Solde,Suisse,1.826916
2007-07-01,Solde,Suisse,1.362704
2007-08-01,Solde,Suisse,1.880357
2007-09-01,Solde,Suisse,1.673359
2007-10-01,Solde,Suisse,1.863464
2007-11-01,Solde,Suisse,1.508221
2007-12-01,Solde,Suisse,1.756926
2008-01-01,Solde,Suisse,1.935548
2008-02-01,Solde,Suisse,1.860435
2008-03-01,Solde,Suisse,1.771507
2008-04-01,Solde,Suisse,1.706199
2008-05-01,Solde,Suisse,1.264175
2008-06-01,Solde,Suisse,1.293647
2008-07-01,Solde,Suisse,1.1018735
2008-08-01,Solde,Suisse,1.724856
2008-09-01,Solde,Suisse,0.745724
2008-10-01,Solde,Suisse,1.286761
2008-11-01,Solde,Suisse,1.688577
2008-12-01,Solde,Suisse,2.001218
2009-01-01,Solde,Suisse,1.969969
2009-02-01,Solde,Suisse,2.034085
2009-03-01,Solde,Suisse,2.191331
2009-04-01,Solde,Suisse,1.165975
2009-05-01,Solde,Suisse,1.246751
2009-06-01,Solde,Suisse,0.566281
2009-07-01,Solde,Suisse,0.249988
2009-08-01,Solde,Suisse,1.234335
2009-09-01,Solde,Suisse,1.092939
2009-10-01,Solde,Suisse,1.25695
2009-11-01,Solde,Suisse,1.790207
2009-12-01,Solde,Suisse,1.715974
2010-01-01,Solde,Suisse,1.61289
2010-02-01,Solde,Suisse,1.751564
2010-03-01,Solde,Suisse,2.021827
2010-04-01,Solde,Suisse,1.900306
2010-05-01,Solde,Suisse,1.286848
2010-06-01,Solde,Suisse,1.578806
2010-07-01,Solde,Suisse,1.412055
2010-08-01,Solde,Suisse,2.021679
2010-09-01,Solde,Suisse,1.595488
2010-10-01,Solde,Suisse,1.322573
2010-11-01,Solde,Suisse,1.730455
2010-12-01,Solde,Suisse,1.268165
2011-01-01,Solde,Suisse,1.984447
2011-02-01,Solde,Suisse,1.960219
2011-03-01,Solde,Suisse,2.226914
2011-04-01,Solde,Suisse,2.159732
2011-05-01,Solde,Suisse,2.139984
2011-06-01,Solde,Suisse,2.074326
2011-07-01,Solde,Suisse,2.169891
2011-08-01,Solde,Suisse,2.088538
2011-09-01,Solde,Suisse,1.953332
2011-10-01,Solde,Suisse,2.073308
2011-11-01,Solde,Suisse,2.190632
2011-12-01,Solde,Suisse,2.18679
2012-01-01,Solde,Suisse,2.195295
2012-02-01,Solde,Suisse,1.578444
2012-03-01,Solde,Suisse,2.234343
2012-04-01,Solde,Suisse,1.669254
2012-05-01,Solde,Suisse,1.060828
2012-06-01,Solde,Suisse,0.599334
2012-07-01,Solde,Suisse,0.787422
2012-08-01,Solde,Suisse,0.792345
2012-09-01,Solde,Suisse,1.413867
2012-10-01,Solde,Suisse,1.773724
2012-11-01,Solde,Suisse,1.70489
2012-12-01,Solde,Suisse,1.717565
2013-01-01,Solde,Suisse,1.665664
2013-02-01,Solde,Suisse,1.563044
2013-03-01,Solde,Suisse,1.512948
2013-04-01,Solde,Suisse,1.283477
2013-05-01,Solde,Suisse,1.090635
2013-06-01,Solde,Suisse,1.187605
2013-07-01,Solde,Suisse,1.3722885
2013-08-01,Solde,Suisse,1.70517178
2013-09-01,Solde,Suisse,1.13553342
2013-10-01,Solde,Suisse,1.1775636
2013-11-01,Solde,Suisse,1.128479
2013-12-01,Solde,Suisse,1.6655817
2014-01-01,Solde,Suisse,2.1601016
2014-02-01,Solde,Suisse,1.7406742
2014-03-01,Solde,Suisse,1.5756123
2014-04-01,Solde,Suisse,0.8070699
2014-05-01,Solde,Suisse,1.3756866
2014-06-01,Solde,Suisse,1.4198247
2014-07-01,Solde,Suisse,2.0011534
2014-08-01,Solde,Suisse,1.909882
2014-09-01,Solde,Suisse,0.6485026
2014-10-01,Solde,Suisse,0.54382325
2014-11-01,Solde,Suisse,1.1869893
2014-12-01,Solde,Suisse,1.094427
2015-01-01,Solde,Suisse,1.77052251
2015-02-01,Solde,Suisse,1.3348226
2015-03-01,Solde,Suisse,1.3744582
2015-04-01,Solde,Suisse,0.7419932
2015-05-01,Solde,Suisse,0.6417791
2015-06-01,Solde,Suisse,0.3691428
2015-07-01,Solde,Suisse,0.41415
2015-08-01,Solde,Suisse,1.1513565
2015-09-01,Solde,Suisse,0.4868294
2015-10-01,Solde,Suisse,1.3746952
2015-11-01,Solde,Suisse,2.01067645
2015-12-01,Solde,Suisse,2.2230743
2016-01-01,Solde,Suisse,2.2080685
2016-02-01,Solde,Suisse,1.9835359
2016-03-01,Solde,Suisse,1.52660092
2016-04-01,Solde,Suisse,0.92558475
2016-05-01,Solde,Suisse,0.2142584
2016-06-01,Solde,Suisse,0.5146436
2016-07-01,Solde,Suisse,-0.3224104
2016-08-01,Solde,Suisse,0.30582975
2016-09-01,Solde,Suisse,0.1855445
2016-10-01,Solde,Suisse,1.0474277
2016-11-01,Solde,Suisse,0.9638075
2016-12-01,Solde,Suisse,0.5819097
2017-01-01,Solde,Suisse,0.5729445
2017-02-01,Solde,Suisse,1.8713937
2017-03-01,Solde,Suisse,1.79458405
2017-04-01,Solde,Suisse,0.5096287
2017-05-01,Solde,Suisse,0.2638192
2017-06-01,Solde,Suisse,-0.22340055
2017-07-01,Solde,Suisse,0.2709861
2017-08-01,Solde,Suisse,0.44441995
2017-09-01,Solde,Suisse,0.6028985
2017-10-01,Solde,Suisse,1.43349577
2017-11-01,Solde,Suisse,1.08734554
2017-12-01,Solde,Suisse,1.68040675
2018-01-01,Solde,Suisse,1.9722398
2018-02-01,Solde,Suisse,1.26124645
2018-03-01,Solde,Suisse,1.66975165
2018-04-01,Solde,Suisse,1.12759325
2018-05-01,Solde,Suisse,0.4647665
2018-06-01,Solde,Suisse,0.4404856
2018-07-01,Solde,Suisse,-0.1244072
2018-08-01,Solde,Suisse,0.154541
2018-09-01,Solde,Suisse,0.18100115
2018-10-01,Solde,Suisse,1.49674825
2018-11-01,Solde,Suisse,0.5681619
2018-12-01,Solde,Suisse,1.37722836
2019-01-01,Solde,Suisse,0.9478819
2019-02-01,Solde,Suisse,1.4131195
2019-03-01,Solde,Suisse,1.63214194
2019-04-01,Solde,Suisse,0.831233
2019-05-01,Solde,Suisse,1.23660236
2019-06-01,Solde,Suisse,1.36375736
2019-07-01,Solde,Suisse,0.59161949
2019-08-01,Solde,Suisse,0.69342907
2019-09-01,Solde,Suisse,1.10683693
2019-10-01,Solde,Suisse,1.1025429
2019-11-01,Solde,Suisse,0.7326112
2019-12-01,Solde,Suisse,1.4880964
2020-01-01,Solde,Suisse,1.55316444
2020-02-01,Solde,Suisse,1.9097414
2020-03-01,Solde,Suisse,1.69629563
2020-04-01,Solde,Suisse,1.4870359
2020-05-01,Solde,Suisse,1.4162945
2020-06-01,Solde,Suisse,0.70405606
2020-07-01,Solde,Suisse,0.21773342
2020-08-01,Solde,Suisse,0.08125175
2020-09-01,Solde,Suisse,-0.0808202
2020-10-01,Solde,Suisse,0.69665257
2020-11-01,Solde,Suisse,1.67799205
2020-12-01,Solde,Suisse,1.82650025
2021-01-01,Solde,Suisse,1.18387315
2021-02-01,Solde,Suisse,1.35918394
2021-03-01,Solde,Suisse,1.49126689
2021-04-01,Solde,Suisse,0.85951215
2021-05-01,Solde,Suisse,1.0452105
2021-06-01,Solde,Suisse,1.14106645
2021-07-01,Solde,Suisse,1.35378019
2021-08-01,Solde,Suisse,1.39302975
2021-09-01,Solde,Suisse,1.27823875
2021-10-01,Solde,Suisse,1.87306935
2021-11-01,Solde,Suisse,1.5138893
2021-12-01,Solde,Suisse,1.101162
2022-01-01,Solde,Suisse,1.32680682
2022-02-01,Solde,Suisse,1.7135096
2022-03-01,Solde,Suisse,1.17696757
2022-04-01,Solde,Suisse,0.5481069
2022-05-01,Solde,Suisse,0.65048628
2022-06-01,Solde,Suisse,0.7632008
2022-07-01,Solde,Suisse,0.20408107
2022-08-01,Solde,Suisse,0.41724249
2022-09-01,Solde,Suisse,0.70767822
2022-10-01,Solde,Suisse,1.39229011
2022-11-01,Solde,Suisse,1.97430344
2022-12-01,Solde,Suisse,1.20010954
2023-01-01,Solde,Suisse,1.69219345
2023-02-01,Solde,Suisse,1.529484
2023-03-01,Solde,Suisse,0.8688102
2023-04-01,Solde,Suisse,1.2908685
2023-05-01,Solde,Suisse,1.49314395
2023-06-01,Solde,Suisse,1.33176947
2023-07-01,Solde,Suisse,1.23343235
2023-08-01,Solde,Suisse,1.07938706
2023-09-01,Solde,Suisse,1.16261535
2023-10-01,Solde,Suisse,1.4888663
2023-11-01,Solde,Suisse,1.39464705
2023-12-01,Solde,Suisse,1.815092
2024-01-01,Solde,Suisse,1.85738415
2024-02-01,Solde,Suisse,1.9324819
2024-03-01,Solde,Suisse,1.4123795
2024-04-01,Solde,Suisse,1.371012
2024-05-01,Solde,Suisse,1.45858475
2024-06-01,Solde,Suisse,0.8627832
2024-07-01,Solde,Suisse,0.1135567
2024-08-01,Solde,Suisse,0.7583791
2024-09-01,Solde,Suisse,1.34993245
2024-10-01,Solde,Suisse,1.61804645
2024-11-01,Solde,Suisse,1.7507312
2024-12-01,Solde,Suisse,2.15729732
2025-01-01,Solde,Suisse,1.71881926
2025-02-01,Solde,Suisse,1.65992115
2025-03-01,Solde,Suisse,1.5804305
2025-04-01,Solde,Suisse,1.4205435
2025-05-01,Solde,Suisse,1.75765835
2025-06-01,Solde,Suisse,1.472621725
2025-07-01,Solde,Suisse,1.81525475
2025-08-01,Solde,Suisse,1.5403286
2025-09-01,Solde,Suisse,1.5012493
2005-01-01,Exportations,Toutes les frontières,5.5292055
2005-02-01,Exportations,Toutes les frontières,4.1920745
2005-03-01,Exportations,Toutes les frontières,5.008591
2005-04-01,Exportations,Toutes les frontières,5.046168
2005-05-01,Exportations,Toutes les frontières,6.6483995
2005-06-01,Exportations,Toutes les frontières,5.8865535
2005-07-01,Exportations,Toutes les frontières,5.1119445
2005-08-01,Exportations,Toutes les frontières,6.6457985
2005-09-01,Exportations,Toutes les frontières,5.686532
2005-10-01,Exportations,Toutes les frontières,6.0163955
2005-11-01,Exportations,Toutes les frontières,5.658163
2005-12-01,Exportations,Toutes les frontières,4.522421
2006-01-01,Exportations,Toutes les frontières,4.0129255
2006-02-01,Exportations,Toutes les frontières,2.7074305
2006-03-01,Exportations,Toutes les frontières,3.856506
2006-04-01,Exportations,Toutes les frontières,7.165367
2006-05-01,Exportations,Toutes les frontières,7.110816
2006-06-01,Exportations,Toutes les frontières,5.89989
2006-07-01,Exportations,Toutes les frontières,4.9913575
2006-08-01,Exportations,Toutes les frontières,6.9724015
2006-09-01,Exportations,Toutes les frontières,6.945273
2006-10-01,Exportations,Toutes les frontières,7.271596
2006-11-01,Exportations,Toutes les frontières,6.61129
2006-12-01,Exportations,Toutes les frontières,5.1970985
2007-01-01,Exportations,Toutes les frontières,5.813312
2007-02-01,Exportations,Toutes les frontières,5.5502785
2007-03-01,Exportations,Toutes les frontières,6.199551
2007-04-01,Exportations,Toutes les frontières,5.406652
2007-05-01,Exportations,Toutes les frontières,5.752852
2007-06-01,Exportations,Toutes les frontières,6.6781685
2007-07-01,Exportations,Toutes les frontières,5.6698745
2007-08-01,Exportations,Toutes les frontières,6.9100765
2007-09-01,Exportations,Toutes les frontières,5.373823
2007-10-01,Exportations,Toutes les frontières,4.88684737
2007-11-01,Exportations,Toutes les frontières,3.32313755
2007-12-01,Exportations,Toutes les frontières,4.103286621
2008-01-01,Exportations,Toutes les frontières,5.418397849
2008-02-01,Exportations,Toutes les frontières,5.217680451
2008-03-01,Exportations,Toutes les frontières,4.468657974
2008-04-01,Exportations,Toutes les frontières,4.6204300115
2008-05-01,Exportations,Toutes les frontières,5.8915945025
2008-06-01,Exportations,Toutes les frontières,5.2493672185
2008-07-01,Exportations,Toutes les frontières,5.089546345
2008-08-01,Exportations,Toutes les frontières,5.6850876285
2008-09-01,Exportations,Toutes les frontières,3.992655721
2008-10-01,Exportations,Toutes les frontières,3.431206397
2008-11-01,Exportations,Toutes les frontières,4.6309502645
2008-12-01,Exportations,Toutes les frontières,4.681278293
2009-01-01,Exportations,Toutes les frontières,4.545694661
2009-02-01,Exportations,Toutes les frontières,4.4953928925
2009-03-01,Exportations,Toutes les frontières,5.4514887875
2009-04-01,Exportations,Toutes les frontières,4.235613981
2009-05-01,Exportations,Toutes les frontières,5.110590383
2009-06-01,Exportations,Toutes les frontières,3.4847821025
2009-07-01,Exportations,Toutes les frontières,3.3376743605
2009-08-01,Exportations,Toutes les frontières,3.2670260395
2009-09-01,Exportations,Toutes les frontières,2.9727141455
2009-10-01,Exportations,Toutes les frontières,2.615309
2009-11-01,Exportations,Toutes les frontières,3.790234
2009-12-01,Exportations,Toutes les frontières,3.6925815
2010-01-01,Exportations,Toutes les frontières,3.152602
2010-02-01,Exportations,Toutes les frontières,3.720586496
2010-03-01,Exportations,Toutes les frontières,4.49525
2010-04-01,Exportations,Toutes les frontières,4.063077995
2010-05-01,Exportations,Toutes les frontières,3.4938369935
2010-06-01,Exportations,Toutes les frontières,5.533204995
2010-07-01,Exportations,Toutes les frontières,5.005824
2010-08-01,Exportations,Toutes les frontières,5.8994415
2010-09-01,Exportations,Toutes les frontières,4.2369336485
2010-10-01,Exportations,Toutes les frontières,3.154119491
2010-11-01,Exportations,Toutes les frontières,4.051728459
2010-12-01,Exportations,Toutes les frontières,2.924627858
2011-01-01,Exportations,Toutes les frontières,4.9919575835
2011-02-01,Exportations,Toutes les frontières,4.7350856765
2011-03-01,Exportations,Toutes les frontières,5.5568573355
2011-04-01,Exportations,Toutes les frontières,5.4870297735
2011-05-01,Exportations,Toutes les frontières,5.556307626
2011-06-01,Exportations,Toutes les frontières,6.1045769365
2011-07-01,Exportations,Toutes les frontières,6.141615554
2011-08-01,Exportations,Toutes les frontières,5.363802312
2011-09-01,Exportations,Toutes les frontières,4.4436970185
2011-10-01,Exportations,Toutes les frontières,4.834001731
2011-11-01,Exportations,Toutes les frontières,4.862321055
2011-12-01,Exportations,Toutes les frontières,5.591419946
2012-01-01,Exportations,Toutes les frontières,6.221902241
2012-02-01,Exportations,Toutes les frontières,3.1430573855
2012-03-01,Exportations,Toutes les frontières,5.734289455
2012-04-01,Exportations,Toutes les frontières,4.3653588545
2012-05-01,Exportations,Toutes les frontières,4.805876377
2012-06-01,Exportations,Toutes les frontières,3.849483667
2012-07-01,Exportations,Toutes les frontières,3.654321998
2012-08-01,Exportations,Toutes les frontières,3.939300689
2012-09-01,Exportations,Toutes les frontières,4.412480974
2012-10-01,Exportations,Toutes les frontières,4.339813495
2012-11-01,Exportations,Toutes les frontières,4.9109889425
2012-12-01,Exportations,Toutes les frontières,4.9969691705
2013-01-01,Exportations,Toutes les frontières,4.499872479
2013-02-01,Exportations,Toutes les frontières,3.933230838
2013-03-01,Exportations,Toutes les frontières,3.4114023195
2013-04-01,Exportations,Toutes les frontières,4.111658734
2013-05-01,Exportations,Toutes les frontières,5.898826504
2013-06-01,Exportations,Toutes les frontières,5.7483381645
2013-07-01,Exportations,Toutes les frontières,5.578524602
2013-08-01,Exportations,Toutes les frontières,6.240196402
2013-09-01,Exportations,Toutes les frontières,4.956011764
2013-10-01,Exportations,Toutes les frontières,4.623256609
2013-11-01,Exportations,Toutes les frontières,3.9901772525
2013-12-01,Exportations,Toutes les frontières,4.600154392
2014-01-01,Exportations,Toutes les frontières,6.4289797145
2014-02-01,Exportations,Toutes les frontières,5.2048171
2014-03-01,Exportations,Toutes les frontières,5.2594244
2014-04-01,Exportations,Toutes les frontières,4.23999918
2014-05-01,Exportations,Toutes les frontières,6.3686894
2014-06-01,Exportations,Toutes les frontières,6.0431268
2014-07-01,Exportations,Toutes les frontières,7.9344862
2014-08-01,Exportations,Toutes les frontières,7.6205517
2014-09-01,Exportations,Toutes les frontières,5.3336186155
2014-10-01,Exportations,Toutes les frontières,4.6849812245
2014-11-01,Exportations,Toutes les frontières,5.941728912
2014-12-01,Exportations,Toutes les frontières,5.0988635355
2015-01-01,Exportations,Toutes les frontières,5.8390607245
2015-02-01,Exportations,Toutes les frontières,4.3497979775
2015-03-01,Exportations,Toutes les frontières,4.855582617
2015-04-01,Exportations,Toutes les frontières,4.3934015515
2015-05-01,Exportations,Toutes les frontières,6.0136326625
2015-06-01,Exportations,Toutes les frontières,6.1653535665
2015-07-01,Exportations,Toutes les frontières,6.3798166295
2015-08-01,Exportations,Toutes les frontières,6.7889299355
2015-09-01,Exportations,Toutes les frontières,5.3223070115
2015-10-01,Exportations,Toutes les frontières,5.258697904
2015-11-01,Exportations,Toutes les frontières,6.6518367825
2015-12-01,Exportations,Toutes les frontières,7.3507822005
2016-01-01,Exportations,Toutes les frontières,6.8095162595
2016-02-01,Exportations,Toutes les frontières,6.521397928
2016-03-01,Exportations,Toutes les frontières,5.766147559
2016-04-01,Exportations,Toutes les frontières,4.958263278
2016-05-01,Exportations,Toutes les frontières,5.695207219
2016-06-01,Exportations,Toutes les frontières,6.6521250285
2016-07-01,Exportations,Toutes les frontières,4.9894273365
2016-08-01,Exportations,Toutes les frontières,4.3668145245
2016-09-01,Exportations,Toutes les frontières,3.915851881
2016-10-01,Exportations,Toutes les frontières,3.1640666385
2016-11-01,Exportations,Toutes les frontières,3.318749712
2016-12-01,Exportations,Toutes les frontières,2.893677747
2017-01-01,Exportations,Toutes les frontières,2.3264727755
2017-02-01,Exportations,Toutes les frontières,5.1517271885
2017-03-01,Exportations,Toutes les frontières,7.4052414285
2017-04-01,Exportations,Toutes les frontières,5.643812029
2017-05-01,Exportations,Toutes les frontières,6.231494237
2017-06-01,Exportations,Toutes les frontières,4.3650663565
2017-07-01,Exportations,Toutes les frontières,5.28006143
2017-08-01,Exportations,Toutes les frontières,5.1639634725
2017-09-01,Exportations,Toutes les frontières,5.24804035
2017-10-01,Exportations,Toutes les frontières,4.915265466
2017-11-01,Exportations,Toutes les frontières,3.5609263285
2017-12-01,Exportations,Toutes les frontières,4.634188254
2018-01-01,Exportations,Toutes les frontières,7.93028955
2018-02-01,Exportations,Toutes les frontières,5.724200902
2018-03-01,Exportations,Toutes les frontières,5.605504693
2018-04-01,Exportations,Toutes les frontières,6.12290605
2018-05-01,Exportations,Toutes les frontières,8.162403908
2018-06-01,Exportations,Toutes les frontières,7.678886944
2018-07-01,Exportations,Toutes les frontières,6.530457093
2018-08-01,Exportations,Toutes les frontières,5.053622957
2018-09-01,Exportations,Toutes les frontières,5.9009025395
2018-10-01,Exportations,Toutes les frontières,5.3344754325
2018-11-01,Exportations,Toutes les frontières,3.650658597
2018-12-01,Exportations,Toutes les frontières,6.412878678
2019-01-01,Exportations,Toutes les frontières,4.527348738
2019-02-01,Exportations,Toutes les frontières,6.710380366
2019-03-01,Exportations,Toutes les frontières,7.64189734
2019-04-01,Exportations,Toutes les frontières,5.1250530265
2019-05-01,Exportations,Toutes les frontières,7.42559114
2019-06-01,Exportations,Toutes les frontières,7.096376321
2019-07-01,Exportations,Toutes les frontières,5.9181772345
2019-08-01,Exportations,Toutes les frontières,5.7480108385
2019-09-01,Exportations,Toutes les frontières,5.395288567
2019-10-01,Exportations,Toutes les frontières,5.207706057
2019-11-01,Exportations,Toutes les frontières,3.951091515
2019-12-01,Exportations,Toutes les frontières,5.833678542
2020-01-01,Exportations,Toutes les frontières,6.005587493
2020-02-01,Exportations,Toutes les frontières,7.2902331975
2020-03-01,Exportations,Toutes les frontières,6.9291793
2020-04-01,Exportations,Toutes les frontières,6.2524284695
2020-05-01,Exportations,Toutes les frontières,6.6931682345
2020-06-01,Exportations,Toutes les frontières,4.1729111355
2020-07-01,Exportations,Toutes les frontières,3.133968776
2020-08-01,Exportations,Toutes les frontières,3.278361398
2020-09-01,Exportations,Toutes les frontières,2.2280906125
2020-10-01,Exportations,Toutes les frontières,4.504227725
2020-11-01,Exportations,Toutes les frontières,6.241880105
2020-12-01,Exportations,Toutes les frontières,5.30883134
2021-01-01,Exportations,Toutes les frontières,5.354587515
2021-02-01,Exportations,Toutes les frontières,5.565911535
2021-03-01,Exportations,Toutes les frontières,5.74895311
2021-04-01,Exportations,Toutes les frontières,4.530099455
2021-05-01,Exportations,Toutes les frontières,6.98516215
2021-06-01,Exportations,Toutes les frontières,7.3087507
2021-07-01,Exportations,Toutes les frontières,7.76941455
2021-08-01,Exportations,Toutes les frontières,7.88370149
2021-09-01,Exportations,Toutes les frontières,6.3222516
2021-10-01,Exportations,Toutes les frontières,5.8503412
2021-11-01,Exportations,Toutes les frontières,3.40530135
2021-12-01,Exportations,Toutes les frontières,2.9322765
2022-01-01,Exportations,Toutes les frontières,3.50924918
2022-02-01,Exportations,Toutes les frontières,5.13172415
2022-03-01,Exportations,Toutes les frontières,3.33409352
2022-04-01,Exportations,Toutes les frontières,2.73168425
2022-05-01,Exportations,Toutes les frontières,3.77089127
2022-06-01,Exportations,Toutes les frontières,2.76254111
2022-07-01,Exportations,Toutes les frontières,2.33485117
2022-08-01,Exportations,Toutes les frontières,1.87869853
2022-09-01,Exportations,Toutes les frontières,2.59187792
2022-10-01,Exportations,Toutes les frontières,4.18615501
2022-11-01,Exportations,Toutes les frontières,4.49736815
2022-12-01,Exportations,Toutes les frontières,3.76356381
2023-01-01,Exportations,Toutes les frontières,5.65354075
2023-02-01,Exportations,Toutes les frontières,5.12938865
2023-03-01,Exportations,Toutes les frontières,5.06834925
2023-04-01,Exportations,Toutes les frontières,5.26978628
2023-05-01,Exportations,Toutes les frontières,8.0027158
2023-06-01,Exportations,Toutes les frontières,5.86516987
2023-07-01,Exportations,Toutes les frontières,5.90374439
2023-08-01,Exportations,Toutes les frontières,5.52180086
2023-09-01,Exportations,Toutes les frontières,6.36767823
2023-10-01,Exportations,Toutes les frontières,7.64139765
2023-11-01,Exportations,Toutes les frontières,6.91023663
2023-12-01,Exportations,Toutes les frontières,7.48938205
2024-01-01,Exportations,Toutes les frontières,7.752374
2024-02-01,Exportations,Toutes les frontières,8.7216919
2024-03-01,Exportations,Toutes les frontières,8.27407455
2024-04-01,Exportations,Toutes les frontières,6.8634969
2024-05-01,Exportations,Toutes les frontières,9.93131315
2024-06-01,Exportations,Toutes les frontières,8.956047065
2024-07-01,Exportations,Toutes les frontières,9.25150616
2024-08-01,Exportations,Toutes les frontières,8.70169158
2024-09-01,Exportations,Toutes les frontières,8.158422945
2024-10-01,Exportations,Toutes les frontières,8.497928965
2024-11-01,Exportations,Toutes les frontières,7.917437585
2024-12-01,Exportations,Toutes les frontières,8.15117308
2025-01-01,Exportations,Toutes les frontières,8.2568940225
2025-02-01,Exportations,Toutes les frontières,6.426097245
2025-03-01,Exportations,Toutes les frontières,7.7229505475
2025-04-01,Exportations,Toutes les frontières,7.6086826025
2025-05-01,Exportations,Toutes les frontières,8.417573715
2025-06-01,Exportations,Toutes les frontières,7.6671943075
2025-07-01,Exportations,Toutes les frontières,9.3754413575
2025-08-01,Exportations,Toutes les frontières,9.21607565
2025-09-01,Exportations,Toutes les frontières,9.06068204
2005-01-01,Importations,Toutes les frontières,-0.8053015
2005-02-01,Importations,Toutes les frontières,-1.443587
2005-03-01,Importations,Toutes les frontières,-1.325907
2005-04-01,Importations,Toutes les frontières,-0.701841
2005-05-01,Importations,Toutes les frontières,-0.11515
2005-06-01,Importations,Toutes les frontières,-0.147138
2005-07-01,Importations,Toutes les frontières,-0.6689775
2005-08-01,Importations,Toutes les frontières,-0.0098055
2005-09-01,Importations,Toutes les frontières,-0.1154035
2005-10-01,Importations,Toutes les frontières,-0.2694575
2005-11-01,Importations,Toutes les frontières,-0.378546
2005-12-01,Importations,Toutes les frontières,-1.383175
2006-01-01,Importations,Toutes les frontières,-1.361233
2006-02-01,Importations,Toutes les frontières,-1.8749095
2006-03-01,Importations,Toutes les frontières,-1.400908
2006-04-01,Importations,Toutes les frontières,-0.080629
2006-05-01,Importations,Toutes les frontières,-0.036727
2006-06-01,Importations,Toutes les frontières,-0.1070225
2006-07-01,Importations,Toutes les frontières,-0.190291
2006-08-01,Importations,Toutes les frontières,-0.026837
2006-09-01,Importations,Toutes les frontières,-0.079757
2006-10-01,Importations,Toutes les frontières,-0.0689405
2006-11-01,Importations,Toutes les frontières,-0.251764
2006-12-01,Importations,Toutes les frontières,-1.377132
2007-01-01,Importations,Toutes les frontières,-1.097906
2007-02-01,Importations,Toutes les frontières,-0.5132305
2007-03-01,Importations,Toutes les frontières,-0.716046
2007-04-01,Importations,Toutes les frontières,-0.886277
2007-05-01,Importations,Toutes les frontières,-0.23663
2007-06-01,Importations,Toutes les frontières,-0.057392
2007-07-01,Importations,Toutes les frontières,-0.097212
2007-08-01,Importations,Toutes les frontières,-0.016723
2007-09-01,Importations,Toutes les frontières,-0.2405735
2007-10-01,Importations,Toutes les frontières,-1.0421328565
2007-11-01,Importations,Toutes les frontières,-2.7951543095
2007-12-01,Importations,Toutes les frontières,-2.5469040615
2008-01-01,Importations,Toutes les frontières,-1.244841209
2008-02-01,Importations,Toutes les frontières,-1.023867836
2008-03-01,Importations,Toutes les frontières,-1.532769296
2008-04-01,Importations,Toutes les frontières,-0.965538015
2008-05-01,Importations,Toutes les frontières,-0.21321
2008-06-01,Importations,Toutes les frontières,-0.194137
2008-07-01,Importations,Toutes les frontières,-0.462933
2008-08-01,Importations,Toutes les frontières,-0.280324
2008-09-01,Importations,Toutes les frontières,-0.4560723325
2008-10-01,Importations,Toutes les frontières,-2.067841081
2008-11-01,Importations,Toutes les frontières,-1.335710866
2008-12-01,Importations,Toutes les frontières,-1.93327597
2009-01-01,Importations,Toutes les frontières,-1.950333434
2009-02-01,Importations,Toutes les frontières,-1.268053202
2009-03-01,Importations,Toutes les frontières,-1.075783154
2009-04-01,Importations,Toutes les frontières,-1.521474895
2009-05-01,Importations,Toutes les frontières,-0.672011616
2009-06-01,Importations,Toutes les frontières,-1.6384298975
2009-07-01,Importations,Toutes les frontières,-2.0942793865
2009-08-01,Importations,Toutes les frontières,-1.2860856675
2009-09-01,Importations,Toutes les frontières,-1.799581438
2009-10-01,Importations,Toutes les frontières,-3.1502909925
2009-11-01,Importations,Toutes les frontières,-2.80402
2009-12-01,Importations,Toutes les frontières,-2.986476
2010-01-01,Importations,Toutes les frontières,-3.6418514885
2010-02-01,Importations,Toutes les frontières,-2.712424992
2010-03-01,Importations,Toutes les frontières,-2.45116994
2010-04-01,Importations,Toutes les frontières,-1.5783024965
2010-05-01,Importations,Toutes les frontières,-1.4184225
2010-06-01,Importations,Toutes les frontières,-0.345548
2010-07-01,Importations,Toutes les frontières,-0.516606
2010-08-01,Importations,Toutes les frontières,-0.102817
2010-09-01,Importations,Toutes les frontières,-0.725854735
2010-10-01,Importations,Toutes les frontières,-2.7037024975
2010-11-01,Importations,Toutes les frontières,-1.83926346
2010-12-01,Importations,Toutes les frontières,-2.239425825
2011-01-01,Importations,Toutes les frontières,-1.408937972
2011-02-01,Importations,Toutes les frontières,-0.939630849
2011-03-01,Importations,Toutes les frontières,-1.034188826
2011-04-01,Importations,Toutes les frontières,-0.5020754655
2011-05-01,Importations,Toutes les frontières,-0.2988510605
2011-06-01,Importations,Toutes les frontières,-0.136156965
